Year Mo Dy     tave     tmax     tmin       vp    rhmax    rhmin        pp      gust
2015 11 21   -2.415    2.912   -7.742    0.307    0.798    0.405     0.000     6.370
2015 11 22    3.409   13.292   -6.475    0.360    0.775    0.150     0.000     5.351
2015 11 23    4.990   14.748   -4.769    0.406    0.743    0.191     0.000     5.370
2015 11 24    6.759   16.965   -3.446    0.441    0.746    0.151     0.000     5.155
2015 11 25    1.072    5.461   -3.317    0.474    0.959    0.479     0.000     6.605
2015 11 26   -6.255   -3.175   -9.337    0.333    0.958    0.785     0.000     5.116
2015 11 27   -9.370   -7.743  -10.996    0.237    0.866    0.717     0.000     5.704
2015 11 28   -6.218   -4.150   -8.287    0.299    0.904    0.658     0.060     4.430
2015 11 29   -4.955   -2.512   -7.397    0.310    0.880    0.586     0.140     4.253
2015 11 30   -3.001    2.083   -8.084    0.290    0.926    0.260     0.140     5.743
2015 12  1   -0.628    6.255   -7.511    0.278    0.744    0.212     0.000    10.172
2015 12  2    1.086    8.864   -6.691    0.326    0.775    0.215     0.000     4.273
2015 12  3    2.196    8.911   -4.518    0.376    0.792    0.260     0.000     6.135
2015 12  4    2.892   12.105   -6.322    0.402    0.860    0.211     0.000     3.998
2015 12  5    2.846    9.731   -4.038    0.356    0.761    0.192     0.000    10.055
2015 12  6    0.907   10.430   -8.617    0.295    0.802    0.104     0.000    10.466
2015 12  7    5.931   10.511    1.350    0.312    0.550    0.124     0.000     6.429
2015 12  8   10.009   17.185    2.833    0.484    0.591    0.198     0.000    15.798
2015 12  9    9.096   17.631    0.560    0.509    0.715    0.168     0.000    15.268
2015 12 10    8.619   14.977    2.260    0.413    0.570    0.169     0.000    12.662
2015 12 11    8.387   14.803    1.970    0.488    0.704    0.184     0.000    10.760
2015 12 12   -1.335    1.967   -4.637    0.425    0.973    0.562     0.050     4.214
2015 12 13   -1.963    5.591   -9.516    0.370    0.962    0.437     0.190     3.665
2015 12 14   -0.254    6.528   -7.036    0.395    0.931    0.389     0.010     4.547
2015 12 15   -3.309   -0.549   -6.068    0.331    0.983    0.401     0.000    12.622
2015 12 16   -4.691    1.387  -10.770    0.249    0.811    0.349     0.250     7.977
2015 12 17   -9.513   -4.918  -14.108    0.196    0.823    0.498     0.020     7.801
2015 12 18   -5.370    3.643  -14.384    0.251    0.849    0.377     0.100     4.567
2015 12 19    0.135    9.403   -9.133    0.367    0.884    0.308     0.000     5.841
2015 12 20    2.660    9.268   -3.949    0.466    0.960    0.303     0.000     8.154
2015 12 21    0.155    4.713   -4.403    0.460    0.964    0.527     0.000     5.057
2015 12 22    0.325    7.765   -7.116    0.439    1.000    0.405     0.030     6.370
2015 12 23   -3.136   -0.011   -6.262    0.322    1.000    0.331     0.040    11.564
2015 12 24   -2.965    3.361   -9.290    0.201    0.643    0.181     0.010    14.112
2015 12 25   -5.412   -1.568   -9.257    0.276    0.950    0.407     0.000     7.683
2015 12 26   -8.484   -2.881  -14.087    0.202    0.860    0.397     0.080     7.820
2015 12 27  -10.761   -4.238  -17.284    0.169    0.827    0.430     0.060     4.430
2015 12 28   -9.902   -2.433  -17.372    0.180    0.829    0.426     0.020     4.038
2015 12 29   -9.196   -3.951  -14.441    0.198    0.856    0.447     0.000     4.528
2015 12 30   -7.378   -1.619  -13.137    0.219    0.840    0.411     0.000     3.920
2015 12 31   -7.979   -2.702  -13.256    0.207    0.847    0.394     0.000     5.606
2016  1  1   -6.869    3.020  -16.757    0.182    0.796    0.204     0.000     3.489
2016  1  2   -3.185    6.486  -12.855    0.216    0.751    0.146     0.000     5.606
2016  1  3   -1.924    6.941  -10.789    0.256    0.748    0.220     0.000     3.018
2016  1  4   -1.496    5.420   -8.411    0.310    0.799    0.338     0.000     3.156
2016  1  5    1.465   11.664   -8.734    0.377    0.873    0.240     0.000     4.469
2016  1  6   -0.082    7.673   -7.837    0.375    0.878    0.358     0.000     3.959
2016  1  7    1.825    5.809   -2.160    0.561    1.000    0.610     0.000     5.018
2016  1  8   -3.186    0.190   -6.562    0.440    1.000    0.823     0.000     0.020
2016  1  9   -6.899   -2.631  -11.167    0.299    0.937    0.706     0.060     2.803
2016  1 10   -7.916    0.600  -16.431    0.240    0.931    0.495     0.280     3.273
2016  1 11   -5.115    3.277  -13.507    0.245    0.849    0.329     0.140     3.920
2016  1 12   -4.141    5.285  -13.567    0.236    0.824    0.231     0.040     5.566
2016  1 13   -0.705    6.698   -8.107    0.310    0.757    0.314     0.000     4.253
2016  1 14    0.786    7.226   -5.654    0.291    0.694    0.208     0.000    14.720
2016  1 15   -1.770    1.728   -5.269    0.318    0.886    0.302     0.000     7.095
2016  1 16   -5.762   -0.091  -11.433    0.255    0.903    0.383     0.000     6.252
2016  1 17   -4.373    0.052   -8.798    0.337    0.940    0.586     0.000     4.488
2016  1 18   -1.717    5.892   -9.327    0.359    0.914    0.422     0.000     4.665
2016  1 19    1.285    6.354   -3.785    0.438    0.825    0.485     0.000    11.584
2016  1 20    3.391   10.809   -4.027    0.408    0.832    0.219     0.000    12.622
2016  1 21    1.633    7.314   -4.048    0.326    0.702    0.249     0.000     9.467
2016  1 22    2.416   11.002   -6.170    0.384    0.780    0.278     0.000     3.704
2016  1 23    5.027   13.668   -3.613    0.445    0.838    0.183     0.000     3.626
2016  1 24    2.535    9.292   -4.223    0.426    0.831    0.334     0.000     7.468
2016  1 25    0.702    6.154   -4.750    0.295    0.668    0.252     0.000     9.898
2016  1 26   -1.960    5.181   -9.101    0.263    0.771    0.225     0.000     4.175
2016  1 27    2.476   11.737   -6.785    0.374    0.802    0.226     0.000     7.507
2016  1 28    4.138   13.421   -5.146    0.463    0.822    0.308     0.000     5.762
2016  1 29    7.401   16.487   -1.684    0.472    0.811    0.108     0.000    16.601
2016  1 30    6.369   13.448   -0.710    0.633    1.000    0.320     0.000     9.094
2016  1 31   -0.870    2.891   -4.632    0.380    1.000    0.329     0.100     7.017
2016  2  1   -3.331   -1.955   -4.707    0.463    1.000    0.938     0.000     8.350
2016  2  2   -7.044   -3.940  -10.147    0.308    1.000    0.713     0.010     5.900
2016  2  3   -7.906   -0.590  -15.221    0.190    0.894    0.236     0.310     9.780
2016  2  4   -8.909   -1.340  -16.478    0.164    0.741    0.319     0.130     4.292
2016  2  5   -2.581    4.610   -9.772    0.257    0.735    0.286     0.100     6.566
2016  2  6   -0.909   10.719  -12.538    0.262    0.788    0.132     0.000     7.585
2016  2  7    1.606    8.813   -5.601    0.347    0.824    0.190     0.000    11.858
2016  2  8   -0.589    6.769   -7.946    0.381    0.891    0.413     0.000     5.900
2016  2  9    3.435   13.315   -6.446    0.415    0.843    0.222     0.000     5.370
2016  2 10    8.504   21.051   -4.043    0.477    0.795    0.067     0.000    12.838
2016  2 11    6.778   15.017   -1.460    0.430    0.675    0.199     0.000     9.134
2016  2 12    5.214   10.966   -0.538    0.595    1.000    0.345     0.000     6.272
2016  2 13    8.192   17.570   -1.186    0.607    1.000    0.119     0.000    14.955
2016  2 14    5.402   11.713   -0.909    0.461    0.772    0.257     0.000    14.190
2016  2 15    6.888   16.163   -2.387    0.573    0.924    0.231     0.000    16.229
2016  2 16    7.865   15.472    0.258    0.525    0.791    0.199     0.000    10.368
2016  2 17    5.486   13.422   -2.450    0.465    0.772    0.259     0.000     3.744
2016  2 18   12.051   21.787    2.316    0.530    0.602    0.152     0.000    16.425
2016  2 19    9.442   15.576    3.309    0.329    0.482    0.076     0.000    16.758
2016  2 20    8.486   17.289   -0.317    0.418    0.599    0.158     0.000    14.916
2016  2 21    2.914    7.523   -1.695    0.384    0.712    0.309     0.000     9.506
2016  2 22    2.819    8.926   -3.287    0.484    0.999    0.297     0.050     7.252
2016  2 23    1.777    6.911   -3.358    0.385    0.900    0.210     0.010     9.114
2016  2 24    1.696   11.171   -7.779    0.296    0.739    0.122     0.000     8.644
2016  2 25    0.855    7.989   -6.279    0.286    0.642    0.239     0.000     7.252
2016  2 26    5.942   15.975   -4.091    0.443    0.767    0.186     0.000     7.958
2016  2 27    7.991   19.121   -3.139    0.440    0.705    0.117     0.000    12.662
2016  2 28   10.130   17.148    3.112    0.344    0.411    0.146     0.000    13.387
2016  2 29    8.751   16.586    0.915    0.370    0.510    0.149     0.000    13.700
2016  3  1    6.184   12.885   -0.516    0.293    0.444    0.177     0.000     8.938
2016  3  2    9.592   15.459    3.726    0.448    0.620    0.131     0.000    15.641
2016  3  3    7.644   14.639    0.649    0.446    0.654    0.200     0.000    10.074
2016  3  4    9.138   16.547    1.728    0.425    0.607    0.129     0.000     9.016
2016  3  5    6.513   14.541   -1.515    0.505    0.748    0.296     0.000     3.254
2016  3  6   11.451   20.726    2.176    0.523    0.624    0.151     0.000     8.036
2016  3  7    6.188   10.606    1.770    0.539    0.812    0.326     0.040    11.113
2016  3  8    5.883   10.487    1.279    0.386    0.577    0.257     0.000     8.781
2016  3  9    4.679   12.475   -3.117    0.399    0.730    0.209     0.000     9.780
2016  3 10    7.482   18.460   -3.496    0.500    0.794    0.173     0.000     6.468
2016  3 11   11.483   21.860    1.105    0.532    0.665    0.122     0.000     6.017
2016  3 12   12.225   21.445    3.005    0.598    0.710    0.132     0.000    12.838
2016  3 13   12.739   17.396    8.082    0.414    0.438    0.126     0.000     9.388
2016  3 14   10.929   17.485    4.373    0.455    0.539    0.160     0.000    25.166
2016  3 15    4.409    7.255    1.562    0.249    0.409    0.189     0.000    14.053
2016  3 16    2.244    7.511   -3.022    0.295    0.611    0.213     0.000     9.859
2016  3 17    0.077    2.219   -2.065    0.478    0.979    0.580     0.060     4.528
2016  3 18   -2.540    0.458   -5.538    0.364    0.978    0.461     0.400     6.919
2016  3 19   -1.048    3.810   -5.907    0.293    0.887    0.152     0.100     9.251
2016  3 20    1.352   12.170   -9.466    0.341    0.824    0.191     0.000     8.467
2016  3 21   11.547   23.303   -0.208    0.546    0.722    0.082     0.000     6.840
2016  3 22   12.777   21.863    3.691    0.753    0.945    0.077     0.150    12.916
2016  3 23    0.821    4.624   -2.983    0.518    1.000    0.599     0.500     7.938
2016  3 24    0.572    8.807   -7.663    0.433    0.970    0.392     0.610     6.350
2016  3 25    4.566    8.822    0.309    0.409    0.739    0.230     0.000     9.075
2016  3 26    0.593    4.225   -3.038    0.399    0.781    0.472     0.000     6.880
2016  3 27    3.133   12.483   -6.217    0.378    0.828    0.162     0.000     7.056
2016  3 28    8.171   17.808   -1.467    0.534    0.756    0.231     0.010     6.135
2016  3 29    8.875   13.997    3.752    0.780    0.967    0.404     0.170     8.369
2016  3 30    3.612    7.279   -0.054    0.536    0.966    0.389     0.120    10.760
2016  3 31    3.463    7.967   -1.042    0.362    0.731    0.196     0.000    11.388
2016  4  1    5.022   12.564   -2.519    0.416    0.760    0.194     0.000     9.800
2016  4  2    9.522   17.358    1.686    0.487    0.619    0.202     0.000     8.291
2016  4  3   11.196   21.387    1.005    0.568    0.713    0.143     0.000     9.428
2016  4  4   14.045   22.251    5.839    0.666    0.663    0.169     0.000     6.429
2016  4  5   11.932   16.033    7.832    0.466    0.532    0.137     0.000    17.503
2016  4  6   12.469   22.973    1.966    0.427    0.487    0.105     0.000    10.192
2016  4  7   12.495   19.117    5.872    0.615    0.608    0.242     0.000     8.114
2016  4  8   10.685   19.113    2.256    0.621    0.774    0.193     0.000     7.370
2016  4  9   13.410   23.574    3.246    0.636    0.664    0.163     0.000     8.624
2016  4 10   10.438   16.887    3.990    0.792    0.967    0.287     0.190    10.506
2016  4 11    8.628   13.688    3.567    0.840    1.000    0.501     0.030     6.135
2016  4 12   12.480   22.610    2.350    0.863    0.968    0.226     0.000    10.427
2016  4 13   12.918   22.319    3.516    0.788    0.846    0.214     0.000     8.742
2016  4 14   16.257   24.438    8.077    0.770    0.681    0.154     0.000     8.134
2016  4 15    8.122   12.811    3.434    0.712    0.941    0.377     0.170     8.350
2016  4 16    2.674    4.836    0.513    0.560    0.991    0.522     0.540    11.544
2016  4 17    2.639    5.074    0.203    0.592    1.000    0.604     0.770     7.860
2016  4 18    5.681   10.396    0.965    0.509    0.792    0.322     0.010     7.918
2016  4 19    6.018   11.314    0.723    0.604    0.848    0.444     0.000     7.546
2016  4 20    9.854   15.343    4.365    0.767    0.842    0.421     0.000     6.174
2016  4 21   11.529   20.489    2.568    0.706    0.815    0.226     0.000     6.468
2016  4 22   14.539   24.507    4.572    0.823    0.810    0.185     0.000     5.958
2016  4 23   15.966   24.658    7.274    0.830    0.750    0.166     0.000    12.113
2016  4 24   11.876   18.088    5.664    0.647    0.706    0.226     0.000    11.329
2016  4 25   13.272   20.482    6.062    0.856    0.899    0.225     0.090    11.780
2016  4 26    6.055    9.284    2.826    0.673    0.938    0.497     0.270    12.132
2016  4 27    5.786   12.202   -0.629    0.604    0.897    0.415     0.000     6.958
2016  4 28    2.872    4.348    1.396    0.595    0.956    0.628     0.060     5.253
2016  4 29    2.163    3.429    0.897    0.687    1.000    0.925     0.480     5.410
2016  4 30    2.154    3.136    1.171    0.642    1.000    0.801     0.350     8.173
2016  5  1    3.348    7.589   -0.893    0.534    0.934    0.442     0.040     6.076
2016  5  2    7.618   18.240   -3.004    0.562    0.891    0.187     0.000     8.134
2016  5  3   13.858   21.062    6.654    0.715    0.713    0.191     0.000     9.192
2016  5  4   14.369   23.875    4.862    0.806    0.786    0.200     0.000     7.036
2016  5  5   16.778   26.781    6.776    0.871    0.784    0.128     0.000     7.546
2016  5  6   18.465   26.678   10.252    0.980    0.713    0.210     0.000     8.781
2016  5  7   10.597   14.739    6.455    1.051    0.972    0.673     0.630    10.702
2016  5  8   10.417   15.058    5.776    0.900    0.925    0.501     0.000     6.938
2016  5  9   13.086   20.388    5.784    0.902    0.908    0.291     0.040     8.193
2016  5 10   13.762   20.412    7.112    0.829    0.868    0.186     0.040     9.624
2016  5 11   10.934   16.342    5.525    0.803    0.965    0.265     0.030     8.800
2016  5 12   11.689   20.914    2.464    0.728    0.820    0.241     0.000     7.213
2016  5 13   12.484   18.636    6.332    0.713    0.671    0.316     0.000     7.624
2016  5 14    6.115    8.412    3.818    0.747    0.993    0.593     0.060     5.449
2016  5 15    8.572   12.410    4.734    0.878    0.951    0.625     0.070     6.017
2016  5 16    5.125    7.567    2.683    0.814    1.000    0.850     0.770     4.684
2016  5 17    5.915    8.961    2.870    0.788    1.000    0.696     0.100     4.136
2016  5 18   12.322   17.898    6.746    1.025    1.000    0.431     0.000     6.233
2016  5 19   14.240   23.546    4.934    1.001    0.985    0.249     0.000     8.840
2016  5 20   16.251   25.035    7.467    1.057    0.898    0.247     0.000     8.114
2016  5 21   18.957   26.506   11.409    1.450    0.980    0.344     0.000     6.468
2016  5 22   16.020   23.648    8.391    1.207    1.000    0.326     0.000     8.487
2016  5 23   13.889   19.760    8.017    0.916    0.847    0.307     0.000    10.996
2016  5 24   14.327   22.444    6.210    1.057    0.905    0.390     0.000     9.330
2016  5 25   14.791   22.776    6.806    0.901    0.814    0.257     0.000     8.134
2016  5 26   12.964   19.257    6.672    0.860    0.836    0.317     0.010     8.918
2016  5 27   13.213   18.864    7.561    0.911    0.873    0.328     0.000    11.348
2016  5 28   13.583   22.149    5.017    0.955    0.943    0.286     0.010     6.350
2016  5 29   15.188   23.734    6.643    0.979    0.892    0.242     0.000    10.956
2016  5 30   16.273   24.168    8.378    1.069    0.885    0.271     0.060     9.761
2016  5 31   14.678   18.863   10.492    1.023    0.785    0.440     0.020     6.586
2016  6  1   16.592   22.790   10.394    1.055    0.741    0.377     0.000     7.918
2016  6  2   18.888   27.849    9.927    1.184    0.904    0.181     0.000     6.252
2016  6  3   19.771   27.146   12.397    1.080    0.708    0.229     0.000     6.272
2016  6  4   19.530   27.991   11.070    1.211    0.845    0.221     0.000     5.743
2016  6  5   19.587   28.744   10.431    1.211    0.838    0.225     0.000     5.645
2016  6  6   21.062   28.717   13.408    1.254    0.757    0.248     0.020    11.838
2016  6  7   18.324   25.281   11.367    1.256    0.959    0.234     0.000     9.976
2016  6  8   21.683   28.806   14.560    1.290    0.745    0.250     0.000     7.193
2016  6  9   23.512   34.403   12.620    1.377    0.815    0.136     0.000     5.174
2016  6 10   24.088   34.004   14.173    1.306    0.731    0.140     0.000     9.761
2016  6 11   23.517   32.718   14.316    1.312    0.740    0.165     0.000     7.820
2016  6 12   23.334   30.474   16.193    1.440    0.797    0.207     0.000     7.997
2016  6 13   19.196   24.651   13.741    1.429    0.904    0.381     0.020    11.603
2016  6 14   20.495   28.962   12.028    1.077    0.718    0.175     0.000     6.997
2016  6 15   21.566   31.595   11.537    1.064    0.699    0.128     0.000     8.114
2016  6 16   22.468   33.272   11.664    1.188    0.779    0.095     0.000     6.703
2016  6 17   22.828   30.704   14.953    1.215    0.686    0.189     0.000     7.997
2016  6 18   24.149   32.964   15.335    1.493    0.765    0.227     0.000     6.115
2016  6 19   25.761   34.695   16.826    1.538    0.813    0.115     0.000     4.136
2016  6 20   21.014   26.441   15.587    1.536    0.784    0.450     0.000     7.526
2016  6 21   26.252   37.665   14.839    1.871    0.980    0.116     0.000     6.821
2016  6 22   22.666   26.946   18.385    1.191    0.621    0.244     0.000    10.212
2016  6 23   23.224   32.324   14.125    1.497    0.803    0.248     0.000    10.133
2016  6 24   22.336   30.340   14.332    1.355    0.835    0.169     0.000     9.859
2016  6 25   22.980   28.877   17.083    1.334    0.691    0.260     0.010     8.036
2016  6 26   22.797   32.610   12.984    1.408    0.863    0.152     0.000     7.036
2016  6 27   23.864   32.521   15.207    1.460    0.745    0.242     0.000     9.153
2016  6 28   23.264   30.009   16.519    1.674    0.853    0.320     0.000     7.605
2016  6 29   21.390   29.616   13.164    1.379    0.848    0.235     0.000     8.918
2016  6 30   20.736   26.428   15.043    1.602    0.922    0.387     0.020     8.879
2016  7  1   20.773   24.871   16.674    1.847    0.928    0.577     0.030     5.821
2016  7  2   21.108   26.660   15.555    1.754    0.968    0.432     0.000     6.468
2016  7  3   23.335   32.522   14.148    1.556    0.924    0.161     0.030     7.174
2016  7  4   25.041   31.971   18.111    1.281    0.638    0.168     0.000     8.957
2016  7  5   23.262   30.715   15.810    1.448    0.845    0.169     0.120     8.369
2016  7  6   23.514   33.350   13.679    1.510    0.927    0.114     0.010     5.939
2016  7  7   21.709   29.560   13.858    1.213    0.697    0.238     0.000     7.389
2016  7  8   23.788   33.243   14.333    1.392    0.835    0.110     0.000     8.408
2016  7  9   24.306   35.643   12.969    1.500    0.882    0.105     0.000     5.410
2016  7 10   26.206   35.943   16.470    1.374    0.715    0.092     0.000    12.289
2016  7 11   24.393   31.258   17.528    0.847    0.462    0.093     0.000    12.074
2016  7 12   21.965   31.479   12.451    0.916    0.571    0.124     0.000     7.585
2016  7 13   21.815   31.265   12.365    1.078    0.679    0.146     0.000     7.566
2016  7 14   22.823   29.313   16.334    1.392    0.744    0.258     0.000     7.370
2016  7 15   22.755   31.202   14.307    1.448    0.939    0.107     0.020    11.250
2016  7 16   23.044   31.442   14.647    1.591    0.962    0.167     0.000     9.545
2016  7 17   23.792   31.169   16.415    1.595    0.799    0.283     0.000    10.898
2016  7 18   22.716   29.786   15.646    1.769    0.939    0.342     0.010     8.016
2016  7 19   25.325   34.727   15.923    1.861    0.918    0.234     0.090     6.899
2016  7 20   25.466   34.803   16.130    1.817    0.916    0.199     0.000     5.998
2016  7 21   26.422   35.460   17.384    1.563    0.751    0.156     0.000     6.664
2016  7 22   26.560   34.645   18.475    1.910    0.903    0.196     0.340    13.681
2016  7 23   26.329   35.201   17.458    1.836    0.898    0.173     0.010     9.016
2016  7 24   24.618   31.312   17.924    1.588    0.759    0.267     0.000     9.055
2016  7 25   22.880   31.550   14.210    1.794    0.956    0.330     0.000     4.547
2016  7 26   22.734   30.148   15.320    1.536    0.851    0.260     0.000     6.037
2016  7 27   23.538   31.342   15.733    1.475    0.721    0.295     0.000     8.095
2016  7 28   20.850   26.162   15.538    1.715    0.934    0.458     0.000     8.761
2016  7 29   23.174   28.334   18.015    1.781    0.859    0.395     0.000     9.741
2016  7 30   23.124   30.171   16.077    1.805    0.943    0.333     0.000     6.703
2016  7 31   25.992   35.183   16.802    1.708    0.827    0.189     0.130     8.546
2016  8  1   25.151   35.774   14.527    1.592    0.919    0.077     0.000     7.879
2016  8  2   23.866   31.091   16.642    1.261    0.642    0.210     0.000     7.605
2016  8  3   24.787   34.410   15.163    1.655    0.867    0.190     0.080    13.191
2016  8  4   18.894   22.423   15.365    1.121    0.743    0.284     0.020    13.269
2016  8  5   18.176   21.291   15.061    1.370    0.877    0.435     0.000     6.958
2016  8  6   20.271   23.981   16.562    1.882    1.000    0.583     0.070     5.057
2016  8  7   23.146   30.555   15.738    1.833    1.000    0.293     0.010     6.742
2016  8  8   24.889   32.673   17.105    1.832    0.976    0.188     0.000     8.761
2016  8  9   23.784   33.516   14.051    1.554    0.900    0.156     0.000     9.447
2016  8 10   23.648   32.618   14.679    1.505    0.835    0.195     0.190    16.072
2016  8 11   23.184   30.361   16.007    1.413    0.798    0.197     0.000     9.114
2016  8 12   19.638   27.896   11.380    1.232    0.872    0.206     0.000     5.214
2016  8 13   20.955   29.915   11.995    1.098    0.718    0.168     0.010    12.897
2016  8 14   21.322   30.892   11.751    1.227    0.815    0.153     0.000     7.056
2016  8 15   22.686   32.758   12.615    1.178    0.720    0.135     0.000    12.760
2016  8 16   20.838   29.496   12.181    1.287    0.835    0.210     0.000     6.958
2016  8 17   21.852   31.431   12.272    1.275    0.804    0.169     0.000     6.566
2016  8 18   23.025   32.125   13.925    1.291    0.738    0.180     0.000    10.937
2016  8 19   17.907   24.045   11.768    1.426    0.951    0.438     0.000    10.780
2016  8 20   16.300   23.555    9.045    1.178    0.930    0.342     0.180     5.919
2016  8 21   19.780   30.563    8.997    1.205    0.893    0.152     0.000     6.782
2016  8 22   21.250   30.109   12.390    1.304    0.850    0.183     0.000     9.408
2016  8 23   22.311   31.634   12.989    1.102    0.714    0.105     0.000    13.720
2016  8 24   17.753   23.047   12.459    1.227    0.936    0.272     0.070     9.408
2016  8 25   14.553   20.015    9.091    1.137    0.981    0.392     0.020     6.801
2016  8 26   18.279   24.561   11.996    1.230    0.886    0.285     0.010     7.840
2016  8 27   19.050   28.384    9.717    1.281    0.962    0.201     0.000     6.468
2016  8 28   20.761   31.190   10.331    1.214    0.829    0.162     0.000     7.174
2016  8 29   21.431   28.993   13.870    1.380    0.856    0.225     0.140    11.172
2016  8 30   19.611   26.722   12.501    1.431    0.942    0.312     0.000     6.684
2016  8 31   19.145   25.162   13.127    1.572    0.968    0.450     0.000     5.900
2016  9  1   21.653   28.360   14.946    1.758    0.936    0.422     0.000     6.154
2016  9  2   21.226   26.915   15.537    1.670    0.969    0.356     0.030     6.115
2016  9  3   21.747   30.027   13.467    1.565    1.000    0.202     0.000     8.565
2016  9  4   20.298   28.214   12.382    1.442    0.951    0.260     0.010     6.566
2016  9  5   20.244   30.807    9.680    1.226    0.912    0.121     0.000     7.781
2016  9  6   20.361   25.076   15.646    1.509    0.796    0.466     0.000     7.664
2016  9  7   20.731   26.809   14.653    1.585    0.984    0.312     0.000     4.704
2016  9  8   20.291   30.577   10.005    1.170    0.850    0.133     0.000     6.546
2016  9  9   15.415   23.115    7.714    0.888    0.795    0.220     0.000    10.192
2016  9 10   15.066   26.235    3.897    0.946    0.905    0.200     0.000     6.703
2016  9 11   19.745   31.652    7.839    0.935    0.720    0.093     0.000     5.841
2016  9 12   18.816   25.097   12.535    0.895    0.630    0.195     0.000     7.840
2016  9 13   10.075   12.527    7.622    1.008    1.000    0.634     0.120     6.644
2016  9 14   16.390   23.446    9.335    1.297    0.967    0.424     0.000     5.272
2016  9 15   15.103   22.713    7.493    1.101    0.980    0.303     0.000     8.212
2016  9 16   14.769   22.857    6.681    0.929    0.867    0.239     0.000     4.959
2016  9 17   15.797   25.340    6.253    0.851    0.835    0.114     0.000     6.801
2016  9 18   20.424   31.488    9.360    0.830    0.556    0.136     0.000     9.506
2016  9 19   22.029   32.316   11.741    0.999    0.645    0.110     0.000     7.291
2016  9 20   20.716   30.296   11.137    0.965    0.667    0.124     0.000     4.939
2016  9 21   21.114   28.538   13.690    1.076    0.693    0.167     0.000     5.900
2016  9 22   16.197   19.625   12.769    1.379    0.896    0.602     0.000     4.292
2016  9 23   19.552   28.638   10.467    1.385    1.000    0.218     0.030    10.329
2016  9 24   13.336   20.208    6.464    0.852    0.883    0.230     0.000     6.919
2016  9 25   14.139   20.286    7.991    0.833    0.754    0.280     0.000     6.017
2016  9 26   14.232   24.137    4.326    0.880    0.880    0.205     0.000     5.233
2016  9 27   16.827   27.585    6.070    0.978    0.855    0.166     0.000     5.606
2016  9 28   17.357   26.432    8.283    0.931    0.744    0.196     0.000     7.428
2016  9 29   17.312   26.441    8.184    0.999    0.759    0.252     0.000     4.920
2016  9 30   17.483   23.491   11.475    1.220    0.838    0.384     0.000     5.566
2016 10  1   17.725   26.390    9.061    1.204    0.943    0.244     0.000     5.351
2016 10  2   17.296   26.500    8.092    1.148    0.933    0.231     0.000     8.408
2016 10  3   17.579   25.552    9.606    1.030    0.863    0.163     0.000    13.740
2016 10  4   11.022   17.404    4.641    0.547    0.650    0.183     0.000     9.604
2016 10  5   10.394   19.677    1.111    0.580    0.755    0.167     0.000     7.526
2016 10  6    7.663   11.910    3.415    0.756    0.989    0.453     0.130     8.056
2016 10  7    9.569   17.957    1.181    0.725    1.000    0.217     0.000     6.429
2016 10  8   11.491   21.677    1.304    0.689    0.856    0.161     0.000     5.900
2016 10  9   13.738   23.918    3.557    0.741    0.766    0.178     0.000     5.664
2016 10 10   16.395   27.055    5.735    0.819    0.762    0.117     0.000     6.958
2016 10 11   13.521   22.574    4.468    0.937    0.967    0.243     0.080    12.799
2016 10 12    4.220    6.984    1.455    0.721    1.000    0.747     0.050     6.135
2016 10 13   13.972   25.837    2.107    0.885    1.000    0.110     0.000     6.213
2016 10 14   14.938   25.461    4.414    0.875    0.839    0.193     0.000     6.076
2016 10 15   18.787   28.428    9.147    0.919    0.714    0.135     0.000     6.997
2016 10 16   16.983   27.897    6.068    0.841    0.744    0.125     0.000     9.114
2016 10 17   12.902   21.146    4.659    0.761    0.789    0.235     0.000    16.817
2016 10 18   10.920   18.277    3.563    0.767    0.933    0.242     0.050     9.075
2016 10 19    9.319   15.980    2.659    0.674    0.977    0.173     0.010    10.212
2016 10 20    6.231   14.505   -2.043    0.554    0.942    0.226     0.000     7.056
2016 10 21   11.970   23.050    0.891    0.584    0.731    0.105     0.000     5.488
2016 10 22   13.715   25.996    1.434    0.634    0.685    0.124     0.000     3.940
2016 10 23   10.755   18.494    3.016    0.649    0.741    0.266     0.000     4.998
2016 10 24   13.872   24.167    3.578    0.816    0.849    0.181     0.000     5.939
2016 10 25   15.396   22.769    8.022    0.767    0.654    0.224     0.000     9.702
2016 10 26   12.692   22.546    2.838    0.799    0.888    0.202     0.000     6.527
2016 10 27   14.550   25.710    3.390    0.761    0.791    0.129     0.000     5.762
2016 10 28   17.247   24.937    9.557    0.788    0.591    0.210     0.000     6.252
2016 10 29   16.677   25.097    8.258    1.018    0.876    0.197     0.000     6.350
2016 10 30   12.433   17.185    7.682    1.067    0.997    0.482     0.000     4.116
2016 10 31   16.389   25.245    7.533    0.916    0.825    0.158     0.000    10.427
2016 11  1   12.654   19.293    6.014    0.672    0.661    0.259     0.010     7.174
2016 11  2   11.215   17.699    4.731    0.792    0.876    0.315     0.000     6.096
2016 11  3   11.637   21.294    1.979    0.691    0.883    0.127     0.000     4.626
2016 11  4    9.787   20.242   -0.668    0.542    0.726    0.171     0.000     4.724
2016 11  5   11.552   20.376    2.727    0.646    0.732    0.218     0.000     4.547
2016 11  6   11.652   20.650    2.654    0.735    0.829    0.245     0.000     6.625
2016 11  7   11.262   18.843    3.681    0.617    0.720    0.206     0.000     6.390
